output_file,content_file,style_file,part,model_name,temperature,content_score,time_pitch_diff,onset.duration,onset.velocity,onset.drum_drums,style_name,content_name,human_content_similarity,human_style_similarity,human_quality,comments,orig_csv_name
35 Trap #1 in Em.Chorus_no_drum.X.35 Trap #1 in Em.Chorus_no_drum.D_T04.mid,35 Trap #1 in Em.Chorus_no_drum.mid,35 Trap #1 in Em.Chorus_no_drum.mid,Chorus,Drums,0.4,0.8539401479494835,0.7077283414923994,0.7259612948116693,0.8545312031222606,,35 Trap #1 in Em,35 Trap #1 in Em,3,3,1,Too repetitive,Tempature 0.4 Self_Blend (Rendering)
35 Trap #1 in Em.PreChorus_no_drum.X.35 Trap #1 in Em.PreChorus_no_drum.D_T04.mid,35 Trap #1 in Em.PreChorus_no_drum.mid,35 Trap #1 in Em.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.4,0.8802426855804899,0.7976444719576901,0.973563554284082,0.8665213193117409,,35 Trap #1 in Em,35 Trap #1 in Em,3,3,2,Too repetitive,Tempature 0.4 Self_Blend (Rendering)
35 Trap #1 in Em.Verse_no_drum.X.35 Trap #1 in Em.Verse_no_drum.D_T04.mid,35 Trap #1 in Em.Verse_no_drum.mid,35 Trap #1 in Em.Verse_no_drum.mid,Verse,Drums,0.4,0.8308443169701185,0.6100252707185368,0.6460987676799749,0.2271652223492951,,35 Trap #1 in Em,35 Trap #1 in Em,3,3,3,Too repetitive,Tempature 0.4 Self_Blend (Rendering)
36 Classic Hip Hop #1 in Am.Chorus_no_drum.X.36 Classic Hip Hop #1 in Am.Chorus_no_drum.D_T04.mid,36 Classic Hip Hop #1 in Am.Chorus_no_drum.mid,36 Classic Hip Hop #1 in Am.Chorus_no_drum.mid,Chorus,Drums,0.4,0.8752775297804183,0.942907206302834,0.9732975234643972,0.5888621779862839,,36 Classic Hip Hop #1 in Am,36 Classic Hip Hop #1 in Am,3,4,3,Bass best is off,Tempature 0.4 Self_Blend (Rendering)
36 Classic Hip Hop #1 in Am.PreChorus_no_drum.X.36 Classic Hip Hop #1 in Am.PreChorus_no_drum.D_T04.mid,36 Classic Hip Hop #1 in Am.PreChorus_no_drum.mid,36 Classic Hip Hop #1 in Am.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.4,0.9290086703570593,0.8722162468087495,0.9630090994089692,0.5146262553041788,,36 Classic Hip Hop #1 in Am,36 Classic Hip Hop #1 in Am,4,4,4,Good enough,Tempature 0.4 Self_Blend (Rendering)
36 Classic Hip Hop #1 in Am.Verse_no_drum.X.36 Classic Hip Hop #1 in Am.Verse_no_drum.D_T04.mid,36 Classic Hip Hop #1 in Am.Verse_no_drum.mid,36 Classic Hip Hop #1 in Am.Verse_no_drum.mid,Verse,Drums,0.4,0.9013680829514396,0.977116507866493,0.9770275432854848,0.5550272177574642,,36 Classic Hip Hop #1 in Am,36 Classic Hip Hop #1 in Am,4,4,3,Bass sound is too scattered and aggressive,Tempature 0.4 Self_Blend (Rendering)
37 Classic Hip Hop #2 in Em.Chorus_no_drum.X.37 Classic Hip Hop #2 in Em.Chorus_no_drum.D_T04.mid,37 Classic Hip Hop #2 in Em.Chorus_no_drum.mid,37 Classic Hip Hop #2 in Em.Chorus_no_drum.mid,Chorus,Drums,0.4,0.8381367681901335,0.6923399069877973,0.3977650337983378,0.616159657297219,,37 Classic Hip Hop #2 in Em,37 Classic Hip Hop #2 in Em,4,4,4,Good Enough,Tempature 0.4 Self_Blend (Rendering)
37 Classic Hip Hop #2 in Em.PreChorus_no_drum.X.37 Classic Hip Hop #2 in Em.PreChorus_no_drum.D_T04.mid,37 Classic Hip Hop #2 in Em.PreChorus_no_drum.mid,37 Classic Hip Hop #2 in Em.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.4,0.9358402917976824,0.7180142570628574,0.7582196368808984,0.6692042038007379,,37 Classic Hip Hop #2 in Em,37 Classic Hip Hop #2 in Em,3,3,2,"Out of key, messy arangement",Tempature 0.4 Self_Blend (Rendering)
37 Classic Hip Hop #2 in Em.Verse_no_drum.X.37 Classic Hip Hop #2 in Em.Verse_no_drum.D_T04.mid,37 Classic Hip Hop #2 in Em.Verse_no_drum.mid,37 Classic Hip Hop #2 in Em.Verse_no_drum.mid,Verse,Drums,0.4,0.9180453038239772,0.8056836803237798,0.9512162564247346,0.7238900723644995,,37 Classic Hip Hop #2 in Em,37 Classic Hip Hop #2 in Em,5,4,4,Good enough,Tempature 0.4 Self_Blend (Rendering)
38 Classic Hip Hop #3 in Dm.Chorus_no_drum.X.38 Classic Hip Hop #3 in Dm.Chorus_no_drum.D_T04.mid,38 Classic Hip Hop #3 in Dm.Chorus_no_drum.mid,38 Classic Hip Hop #3 in Dm.Chorus_no_drum.mid,Chorus,Drums,0.4,0.8860438274635406,0.6911723456156527,0.6793713823878617,0.719494661080446,,38 Classic Hip Hop #3 in Dm,38 Classic Hip Hop #3 in Dm,1,1,1,A complete mess,Tempature 0.4 Self_Blend (Rendering)
38 Classic Hip Hop #3 in Dm.PreChorus_no_drum.X.38 Classic Hip Hop #3 in Dm.PreChorus_no_drum.D_T04.mid,38 Classic Hip Hop #3 in Dm.PreChorus_no_drum.mid,38 Classic Hip Hop #3 in Dm.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.4,0.8560543020151451,0.578437430233027,0.8422148284085736,0.5137674581552245,,38 Classic Hip Hop #3 in Dm,38 Classic Hip Hop #3 in Dm,3,4,2,The synth is completely off,Tempature 0.4 Self_Blend (Rendering)
38 Classic Hip Hop #3 in Dm.Verse_no_drum.X.38 Classic Hip Hop #3 in Dm.Verse_no_drum.D_T04.mid,38 Classic Hip Hop #3 in Dm.Verse_no_drum.mid,38 Classic Hip Hop #3 in Dm.Verse_no_drum.mid,Verse,Drums,0.4,0.884753469006695,0.5843626608805527,0.7816568736538592,0.2080801345153141,,38 Classic Hip Hop #3 in Dm,38 Classic Hip Hop #3 in Dm,5,5,4,Good but a bit too similar,Tempature 0.4 Self_Blend (Rendering)
39 Trap #2 in Cm.Chorus_no_drum.X.39 Trap #2 in Cm.Chorus_no_drum.D_T04.mid,39 Trap #2 in Cm.Chorus_no_drum.mid,39 Trap #2 in Cm.Chorus_no_drum.mid,Chorus,Drums,0.4,0.7273103364350101,0.4591978003086543,0.0999999999999999,,,39 Trap #2 in Cm,39 Trap #2 in Cm,4,5,4,Good Enough,Tempature 0.4 Self_Blend (Rendering)
39 Trap #2 in Cm.PreChorus_no_drum.X.39 Trap #2 in Cm.PreChorus_no_drum.D_T04.mid,39 Trap #2 in Cm.PreChorus_no_drum.mid,39 Trap #2 in Cm.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.4,0.9012780005836468,0.7097680611558559,0.3463394871967055,,,39 Trap #2 in Cm,39 Trap #2 in Cm,3,3,3,Awful sound and weird arrangement,Tempature 0.4 Self_Blend (Rendering)
39 Trap #2 in Cm.Verse_no_drum.X.39 Trap #2 in Cm.Verse_no_drum.D_T04.mid,39 Trap #2 in Cm.Verse_no_drum.mid,39 Trap #2 in Cm.Verse_no_drum.mid,Verse,Drums,0.4,0.721906794708645,0.3266199348847665,0.1950434773120035,0.7079192219068012,,39 Trap #2 in Cm,39 Trap #2 in Cm,3,3,4,Awful sound,Tempature 0.4 Self_Blend (Rendering)
4 Hard Rock #1 in Em.Chorus_no_drum.X.4 Hard Rock #1 in Em.Chorus_no_drum.D_T04.mid,4 Hard Rock #1 in Em.Chorus_no_drum.mid,4 Hard Rock #1 in Em.Chorus_no_drum.mid,Chorus,Drums,0.4,0.9522901934743104,0.9410550909236124,0.7700715586708539,0.6839421856469928,,4 Hard Rock #1 in Em,4 Hard Rock #1 in Em,5,4,3,Too similar,Tempature 0.4 Self_Blend (Rendering)
4 Hard Rock #1 in Em.PreChorus_no_drum.X.4 Hard Rock #1 in Em.PreChorus_no_drum.D_T04.mid,4 Hard Rock #1 in Em.PreChorus_no_drum.mid,4 Hard Rock #1 in Em.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.4,0.8441529941514087,0.9511281638620924,0.9050546045398976,0.7469805033978928,,4 Hard Rock #1 in Em,4 Hard Rock #1 in Em,5,4,4,Good But Very Similar,Tempature 0.4 Self_Blend (Rendering)
40 Trap #3 In Dm.Chorus_no_drum.X.40 Trap #3 In Dm.Chorus_no_drum.D_T04.mid,40 Trap #3 In Dm.Chorus_no_drum.mid,40 Trap #3 In Dm.Chorus_no_drum.mid,Chorus,Drums,0.4,0.5401637860451128,0.6644542566817035,0.7723435749228317,,,40 Trap #3 In Dm,40 Trap #3 In Dm,3,3,2,A complete mess,Tempature 0.4 Self_Blend (Rendering)
40 Trap #3 In Dm.PreChorus_no_drum.X.40 Trap #3 In Dm.PreChorus_no_drum.D_T04.mid,40 Trap #3 In Dm.PreChorus_no_drum.mid,40 Trap #3 In Dm.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.4,0.8851300698908098,0.5735944539163309,0.6224322698795414,,,40 Trap #3 In Dm,40 Trap #3 In Dm,4,4,4,Good,Tempature 0.4 Self_Blend (Rendering)
40 Trap #3 In Dm.Verse_no_drum.X.40 Trap #3 In Dm.Verse_no_drum.D_T04.mid,40 Trap #3 In Dm.Verse_no_drum.mid,40 Trap #3 In Dm.Verse_no_drum.mid,Verse,Drums,0.4,0.8515490768931535,0.5486910347543147,0.8990101101112221,,,40 Trap #3 In Dm,40 Trap #3 In Dm,5,5,4,Good,Tempature 0.4 Self_Blend (Rendering)
41 Synthwave #1 in Dm.Chorus_no_drum.X.41 Synthwave #1 in Dm.Chorus_no_drum.D_T04.mid,41 Synthwave #1 in Dm.Chorus_no_drum.mid,41 Synthwave #1 in Dm.Chorus_no_drum.mid,Chorus,Drums,0.4,0.8964253733972622,0.7763900384117036,0.1354856594493443,0.3635449948650934,,41 Synthwave #1 in Dm,41 Synthwave #1 in Dm,2,2,2,A complete mess,Tempature 0.4 Self_Blend (Rendering)
41 Synthwave #1 in Dm.PreChorus_no_drum.X.41 Synthwave #1 in Dm.PreChorus_no_drum.D_T04.mid,41 Synthwave #1 in Dm.PreChorus_no_drum.mid,41 Synthwave #1 in Dm.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.4,0.8881594898663313,0.5731897861994707,0.2633157415057304,0.2119519516996488,,41 Synthwave #1 in Dm,41 Synthwave #1 in Dm,4,5,4,Good,Tempature 0.4 Self_Blend (Rendering)
41 Synthwave #1 in Dm.Verse_no_drum.X.41 Synthwave #1 in Dm.Verse_no_drum.D_T04.mid,41 Synthwave #1 in Dm.Verse_no_drum.mid,41 Synthwave #1 in Dm.Verse_no_drum.mid,Verse,Drums,0.4,0.903107091011231,0.7317285426429679,0.0890004704121195,0.4733755587428927,,41 Synthwave #1 in Dm,41 Synthwave #1 in Dm,4,5,4,Good,Tempature 0.4 Self_Blend (Rendering)
43 Synthwave  #3 in Bb.Chorus_no_drum.X.43 Synthwave  #3 in Bb.Chorus_no_drum.D_T04.mid,43 Synthwave  #3 in Bb.Chorus_no_drum.mid,43 Synthwave  #3 in Bb.Chorus_no_drum.mid,Chorus,Drums,0.4,0.9526509011573356,0.914718170458875,0.5895940473312287,0.2951235328774781,,43 Synthwave  #3 in Bb,43 Synthwave  #3 in Bb,3,3,2,The bass is off and there a lot of wrong notes and awful sound,Tempature 0.4 Self_Blend (Rendering)
43 Synthwave  #3 in Bb.PreChorus_no_drum.X.43 Synthwave  #3 in Bb.PreChorus_no_drum.D_T04.mid,43 Synthwave  #3 in Bb.PreChorus_no_drum.mid,43 Synthwave  #3 in Bb.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.4,0.9907253174118082,0.7755947326231794,0.5009794328681194,,,43 Synthwave  #3 in Bb,43 Synthwave  #3 in Bb,3,3,3,"Hard To tell with this one, one's bass line not enough data",Tempature 0.4 Self_Blend (Rendering)
43 Synthwave  #3 in Bb.Verse_no_drum.X.43 Synthwave  #3 in Bb.Verse_no_drum.D_T04.mid,43 Synthwave  #3 in Bb.Verse_no_drum.mid,43 Synthwave  #3 in Bb.Verse_no_drum.mid,Verse,Drums,0.4,0.7077030283524374,0.8391560387056481,0.9535560439781654,0.074953168899586,,43 Synthwave  #3 in Bb,43 Synthwave  #3 in Bb,3,5,4,Good butcher can fix the mistakes,Tempature 0.4 Self_Blend (Rendering)
44 Reggaeton  #1 In Gm.Chorus_no_drum.X.44 Reggaeton  #1 In Gm.Chorus_no_drum.D_T04.mid,44 Reggaeton  #1 In Gm.Chorus_no_drum.mid,44 Reggaeton  #1 In Gm.Chorus_no_drum.mid,Chorus,Drums,0.4,0.8904037912478745,0.8278778138993504,0.8375223986220428,0.2661758798952864,,44 Reggaeton  #1 In Gm,44 Reggaeton  #1 In Gm,3,3,2,Bass is off completely and the sound is very agressive,Tempature 0.4 Self_Blend (Rendering)
44 Reggaeton  #1 In Gm.PreChorus_no_drum.X.44 Reggaeton  #1 In Gm.PreChorus_no_drum.D_T04.mid,44 Reggaeton  #1 In Gm.PreChorus_no_drum.mid,44 Reggaeton  #1 In Gm.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.4,0.913650137813677,0.6683060127559933,0.8191127253467556,,,44 Reggaeton  #1 In Gm,44 Reggaeton  #1 In Gm,5,4,4,Good,Tempature 0.4 Self_Blend (Rendering)
44 Reggaeton  #1 In Gm.Verse_no_drum.X.44 Reggaeton  #1 In Gm.Verse_no_drum.D_T04.mid,44 Reggaeton  #1 In Gm.Verse_no_drum.mid,44 Reggaeton  #1 In Gm.Verse_no_drum.mid,Verse,Drums,0.4,0.9397074869547224,0.8578723686168853,0.8506135004562126,0.4260695597077355,,44 Reggaeton  #1 In Gm,44 Reggaeton  #1 In Gm,4,4,3,"Too many wrong notes, hopefullt butcher can fix it",Tempature 0.4 Self_Blend (Rendering)
45 Reggaeton  #2 In Bbm.Chorus_no_drum.X.45 Reggaeton  #2 In Bbm.Chorus_no_drum.D_T04.mid,45 Reggaeton  #2 In Bbm.Chorus_no_drum.mid,45 Reggaeton  #2 In Bbm.Chorus_no_drum.mid,Chorus,Drums,0.4,0.9326024511319526,0.7455814058366743,0.8370610531220867,0.2979392540433407,,45 Reggaeton  #2 In Bbm,45 Reggaeton  #2 In Bbm,4,5,3,Synth is very dominant and completely off,Tempature 0.4 Self_Blend (Rendering)
45 Reggaeton  #2 In Bbm.PreChorus_no_drum.X.45 Reggaeton  #2 In Bbm.PreChorus_no_drum.D_T04.mid,45 Reggaeton  #2 In Bbm.PreChorus_no_drum.mid,45 Reggaeton  #2 In Bbm.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.4,0.8838797812773801,0.4571520150808372,0.2500000000000002,0.3329979034789831,,45 Reggaeton  #2 In Bbm,45 Reggaeton  #2 In Bbm,4,4,4,Good enough,Tempature 0.4 Self_Blend (Rendering)
45 Reggaeton  #2 In Bbm.Verse_no_drum.X.45 Reggaeton  #2 In Bbm.Verse_no_drum.D_T04.mid,45 Reggaeton  #2 In Bbm.Verse_no_drum.mid,45 Reggaeton  #2 In Bbm.Verse_no_drum.mid,Verse,Drums,0.4,0.9441820084673938,0.7313788846021381,0.6563481549787697,0.2683386931128446,,45 Reggaeton  #2 In Bbm,45 Reggaeton  #2 In Bbm,4,4,4,Good enough,Tempature 0.4 Self_Blend (Rendering)
46 Reggaeton  #3 In Am.Chorus_no_drum.X.46 Reggaeton  #3 In Am.Chorus_no_drum.D_T04.mid,46 Reggaeton  #3 In Am.Chorus_no_drum.mid,46 Reggaeton  #3 In Am.Chorus_no_drum.mid,Chorus,Drums,0.4,0.7971338714256763,0.8485194065672994,0.7225306241197486,0.6242092268984126,,46 Reggaeton  #3 In Am,46 Reggaeton  #3 In Am,4,4,4,Good enough,Tempature 0.4 Self_Blend (Rendering)
46 Reggaeton  #3 In Am.PreChorus_no_drum.X.46 Reggaeton  #3 In Am.PreChorus_no_drum.D_T04.mid,46 Reggaeton  #3 In Am.PreChorus_no_drum.mid,46 Reggaeton  #3 In Am.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.4,0.9254088814154764,0.8253664299190807,0.6642910640649968,0.4503013432102609,,46 Reggaeton  #3 In Am,46 Reggaeton  #3 In Am,4,4,4,Good enough,Tempature 0.4 Self_Blend (Rendering)
46 Reggaeton  #3 In Am.Verse_no_drum.X.46 Reggaeton  #3 In Am.Verse_no_drum.D_T04.mid,46 Reggaeton  #3 In Am.Verse_no_drum.mid,46 Reggaeton  #3 In Am.Verse_no_drum.mid,Verse,Drums,0.4,0.64823164888469,0.6768856489907489,0.5344409962322698,0.4607260390794856,,46 Reggaeton  #3 In Am,46 Reggaeton  #3 In Am,2,1,1,Weird out of tune keys part,Tempature 0.4 Self_Blend (Rendering)
47 Electro - Pop  #1 In G#m.Chorus_no_drum.X.47 Electro - Pop  #1 In G#m.Chorus_no_drum.D_T04.mid,47 Electro - Pop  #1 In G#m.Chorus_no_drum.mid,47 Electro - Pop  #1 In G#m.Chorus_no_drum.mid,Chorus,Drums,0.4,0.1313847191123187,0.3929656373247847,0.0,,,47 Electro - Pop  #1 In G#m,47 Electro - Pop  #1 In G#m,4,4,4,Good Enough,Tempature 0.4 Self_Blend (Rendering)
47 Electro - Pop  #1 In G#m.PreChorus_no_drum.X.47 Electro - Pop  #1 In G#m.PreChorus_no_drum.D_T04.mid,47 Electro - Pop  #1 In G#m.PreChorus_no_drum.mid,47 Electro - Pop  #1 In G#m.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.4,0.7689312503747915,0.6271547395832928,0.2875746463137678,,,47 Electro - Pop  #1 In G#m,47 Electro - Pop  #1 In G#m,4,4,4,Good Enough,Tempature 0.4 Self_Blend (Rendering)
47 Electro - Pop  #1 In G#m.Verse_no_drum.X.47 Electro - Pop  #1 In G#m.Verse_no_drum.D_T04.mid,47 Electro - Pop  #1 In G#m.Verse_no_drum.mid,47 Electro - Pop  #1 In G#m.Verse_no_drum.mid,Verse,Drums,0.4,0.7661683853892224,0.6222194047352653,0.3113982832486968,0.4885638532419674,,47 Electro - Pop  #1 In G#m,47 Electro - Pop  #1 In G#m,4,5,4,Good enough a bit too repetitive,Tempature 0.4 Self_Blend (Rendering)
48 Electro - Pop  #2 In Bm.Chorus_no_drum.X.48 Electro - Pop  #2 In Bm.Chorus_no_drum.D_T04.mid,48 Electro - Pop  #2 In Bm.Chorus_no_drum.mid,48 Electro - Pop  #2 In Bm.Chorus_no_drum.mid,Chorus,Drums,0.4,0.3863323317765009,0.0581601808514573,0.3401680257083046,0.0,,48 Electro - Pop  #2 In Bm,48 Electro - Pop  #2 In Bm,2,2,2,Weird breaking drum beat,Tempature 0.4 Self_Blend (Rendering)
48 Electro - Pop  #2 In Bm.PreChorus_no_drum.X.48 Electro - Pop  #2 In Bm.PreChorus_no_drum.D_T04.mid,48 Electro - Pop  #2 In Bm.PreChorus_no_drum.mid,48 Electro - Pop  #2 In Bm.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.4,0.6637051825742648,0.9063331301397248,0.8247358150729918,0.4928597151694119,,48 Electro - Pop  #2 In Bm,48 Electro - Pop  #2 In Bm,3,4,3,Sound is not good enough and there a lot of wrong notes,Tempature 0.4 Self_Blend (Rendering)
48 Electro - Pop  #2 In Bm.Verse_no_drum.X.48 Electro - Pop  #2 In Bm.Verse_no_drum.D_T04.mid,48 Electro - Pop  #2 In Bm.Verse_no_drum.mid,48 Electro - Pop  #2 In Bm.Verse_no_drum.mid,Verse,Drums,0.4,0.5663110077611385,0.719932667357233,0.6317014317482474,0.3690893528058074,,48 Electro - Pop  #2 In Bm,48 Electro - Pop  #2 In Bm,4,4,3,Sound is not good enough and the lines are very rpetitive,Tempature 0.4 Self_Blend (Rendering)
49 Electro - Pop  #3 In F#.Chorus_no_drum.X.49 Electro - Pop  #3 In F#.Chorus_no_drum.D_T04.mid,49 Electro - Pop  #3 In F#.Chorus_no_drum.mid,49 Electro - Pop  #3 In F#.Chorus_no_drum.mid,Chorus,Drums,0.4,0.8746198536639425,0.8588041721736515,0.6423766014287493,,,49 Electro - Pop  #3 In F#,49 Electro - Pop  #3 In F#,3,4,3,Too repetitive and the sound is awful,Tempature 0.4 Self_Blend (Rendering)
49 Electro - Pop  #3 In F#.PreChorus_no_drum.X.49 Electro - Pop  #3 In F#.PreChorus_no_drum.D_T04.mid,49 Electro - Pop  #3 In F#.PreChorus_no_drum.mid,49 Electro - Pop  #3 In F#.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.4,0.8883262464561309,0.8669534092966541,0.7395228622803314,0.969905090031444,,49 Electro - Pop  #3 In F#,49 Electro - Pop  #3 In F#,5,5,4,Good,Tempature 0.4 Self_Blend (Rendering)
49 Electro - Pop  #3 In F#.Verse_no_drum.X.49 Electro - Pop  #3 In F#.Verse_no_drum.D_T04.mid,49 Electro - Pop  #3 In F#.Verse_no_drum.mid,49 Electro - Pop  #3 In F#.Verse_no_drum.mid,Verse,Drums,0.4,0.8483306348021857,0.817611226117927,0.7925914813282791,,,49 Electro - Pop  #3 In F#,49 Electro - Pop  #3 In F#,4,5,4,Good,Tempature 0.4 Self_Blend (Rendering)
5 Hard Rock #2 in D.Chorus_no_drum.X.5 Hard Rock #2 in D.Chorus_no_drum.D_T04.mid,5 Hard Rock #2 in D.Chorus_no_drum.mid,5 Hard Rock #2 in D.Chorus_no_drum.mid,Chorus,Drums,0.4,0.9716223268661616,0.9611004186041154,0.9376622502122844,0.7103738798404077,,5 Hard Rock #2 in D,5 Hard Rock #2 in D,5,4,4,Good,Tempature 0.4 Self_Blend (Rendering)
5 Hard Rock #2 in D.PreChorus_no_drum.X.5 Hard Rock #2 in D.PreChorus_no_drum.D_T04.mid,5 Hard Rock #2 in D.PreChorus_no_drum.mid,5 Hard Rock #2 in D.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.4,0.9703841109234232,0.9826338458890348,0.9134232482839812,0.6912793959169592,,5 Hard Rock #2 in D,5 Hard Rock #2 in D,5,5,4,Good,Tempature 0.4 Self_Blend (Rendering)
5 Hard Rock #2 in D.Verse_no_drum.X.5 Hard Rock #2 in D.Verse_no_drum.D_T04.mid,5 Hard Rock #2 in D.Verse_no_drum.mid,5 Hard Rock #2 in D.Verse_no_drum.mid,Verse,Drums,0.4,0.9505344768642908,0.7588145373021482,0.5404398081552462,0.5841344208057231,,5 Hard Rock #2 in D,5 Hard Rock #2 in D,5,5,4,Good But Very Similar,Tempature 0.4 Self_Blend (Rendering)
50 Old School Hip Hop #1 In C#m.Chorus_no_drum.X.50 Old School Hip Hop #1 In C#m.Chorus_no_drum.D_T04.mid,50 Old School Hip Hop #1 In C#m.Chorus_no_drum.mid,50 Old School Hip Hop #1 In C#m.Chorus_no_drum.mid,Chorus,Drums,0.4,0.8955779788326242,0.7267457378496966,0.8890828705541416,0.8149309471643078,,50 Old School Hip Hop #1 In C#m,50 Old School Hip Hop #1 In C#m,4,5,5,Very Good,Tempature 0.4 Self_Blend (Rendering)
50 Old School Hip Hop #1 In C#m.Verse_no_drum.X.50 Old School Hip Hop #1 In C#m.Verse_no_drum.D_T04.mid,50 Old School Hip Hop #1 In C#m.Verse_no_drum.mid,50 Old School Hip Hop #1 In C#m.Verse_no_drum.mid,Verse,Drums,0.4,0.6850807688027655,0.3734907040114297,0.0,,,50 Old School Hip Hop #1 In C#m,50 Old School Hip Hop #1 In C#m,4,5,5,Very Good,Tempature 0.4 Self_Blend (Rendering)
51 Old School Hip Hop #2 In Am.Chorus_no_drum.X.51 Old School Hip Hop #2 In Am.Chorus_no_drum.D_T04.mid,51 Old School Hip Hop #2 In Am.Chorus_no_drum.mid,51 Old School Hip Hop #2 In Am.Chorus_no_drum.mid,Chorus,Drums,0.4,0.738109371212794,0.6797488207646453,0.5800135098061799,0.3807222933590048,,51 Old School Hip Hop #2 In Am,51 Old School Hip Hop #2 In Am,4,5,4,Good,Tempature 0.4 Self_Blend (Rendering)
51 Old School Hip Hop #2 In Am.PreChorus_no_drum.X.51 Old School Hip Hop #2 In Am.PreChorus_no_drum.D_T04.mid,51 Old School Hip Hop #2 In Am.PreChorus_no_drum.mid,51 Old School Hip Hop #2 In Am.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.4,0.8568544639839153,0.7131262007074312,0.0010022822895598,0.192782576401832,,51 Old School Hip Hop #2 In Am,51 Old School Hip Hop #2 In Am,5,5,4,Good,Tempature 0.4 Self_Blend (Rendering)
51 Old School Hip Hop #2 In Am.Verse_no_drum.X.51 Old School Hip Hop #2 In Am.Verse_no_drum.D_T04.mid,51 Old School Hip Hop #2 In Am.Verse_no_drum.mid,51 Old School Hip Hop #2 In Am.Verse_no_drum.mid,Verse,Drums,0.4,0.8498235698690002,0.8480757892332907,0.3303533790583083,0.3154502889606447,,51 Old School Hip Hop #2 In Am,51 Old School Hip Hop #2 In Am,5,5,5,Very Good,Tempature 0.4 Self_Blend (Rendering)
52 Old School Hip Hop #3 In Em.Chorus_no_drum.X.52 Old School Hip Hop #3 In Em.Chorus_no_drum.D_T04.mid,52 Old School Hip Hop #3 In Em.Chorus_no_drum.mid,52 Old School Hip Hop #3 In Em.Chorus_no_drum.mid,Chorus,Drums,0.4,0.6787092435511567,0.8463826605598923,0.9226955447247032,0.5626864207579297,,52 Old School Hip Hop #3 In Em,52 Old School Hip Hop #3 In Em,3,3,3,Awful sound not good enough,Tempature 0.4 Self_Blend (Rendering)
52 Old School Hip Hop #3 In Em.PreChorus_no_drum.X.52 Old School Hip Hop #3 In Em.PreChorus_no_drum.D_T04.mid,52 Old School Hip Hop #3 In Em.PreChorus_no_drum.mid,52 Old School Hip Hop #3 In Em.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.4,0.803284745648326,0.6599440438778911,0.776539446827363,0.5937322507759796,,52 Old School Hip Hop #3 In Em,52 Old School Hip Hop #3 In Em,4,4,4,Good,Tempature 0.4 Self_Blend (Rendering)
52 Old School Hip Hop #3 In Em.Verse_no_drum.X.52 Old School Hip Hop #3 In Em.Verse_no_drum.D_T04.mid,52 Old School Hip Hop #3 In Em.Verse_no_drum.mid,52 Old School Hip Hop #3 In Em.Verse_no_drum.mid,Verse,Drums,0.4,0.5725091635233347,0.7230881384693009,0.8726996684593021,0.4195906791483448,,52 Old School Hip Hop #3 In Em,52 Old School Hip Hop #3 In Em,4,4,4,Good,Tempature 0.4 Self_Blend (Rendering)
53 Pop R&B #1 in Dm.Chorus_no_drum.X.53 Pop R&B #1 in Dm.Chorus_no_drum.D_T04.mid,53 Pop R&B #1 in Dm.Chorus_no_drum.mid,53 Pop R&B #1 in Dm.Chorus_no_drum.mid,Chorus,Drums,0.4,0.858446469111541,0.8836782200556952,0.4052012727734326,0.102429234102326,,53 Pop R&B #1 in Dm,53 Pop R&B #1 in Dm,2,3,3,A complete mess,Tempature 0.4 Self_Blend (Rendering)
53 Pop R&B #1 in Dm.PreChorus_no_drum.X.53 Pop R&B #1 in Dm.PreChorus_no_drum.D_T04.mid,53 Pop R&B #1 in Dm.PreChorus_no_drum.mid,53 Pop R&B #1 in Dm.PreChorus_no_drum.mid,Pre_Chorus,Drums,0.4,0.8291819069255965,0.740429789580282,0.014069795863029,0.2172752858679756,,53 Pop R&B #1 in Dm,53 Pop R&B #1 in Dm,2,3,2,"The keys are completely of key, the synth is flat",Tempature 0.4 Self_Blend (Rendering)
53 Pop R&B #1 in Dm.Verse_no_drum.X.53 Pop R&B #1 in Dm.Verse_no_drum.D_T04.mid,53 Pop R&B #1 in Dm.Verse_no_drum.mid,53 Pop R&B #1 in Dm.Verse_no_drum.mid,Verse,Drums,0.4,0.7711526037071567,0.7191226654503327,0.6405950567997615,0.0,,53 Pop R&B #1 in Dm,53 Pop R&B #1 in Dm,4,4,3,Too repetitive and not natural,Tempature 0.4 Self_Blend (Rendering)
